amount,customerAvgAmount,transactionsLast10Min,transactionsLast24Hours,failedAttempts,accountAge,isNewDevice,isNewIp,previousFraudCount,paymentMethod,currency,isFraud,transactionId,customerId
74.88,73.63,0,3,1,455,0,0,0,CARD,INR,0,TXN_105830,CUS_9413
36.07,81.89,1,4,0,35,0,0,0,CARD,USD,0,TXN_103117,CUS_1391
221.19,157.35,2,4,0,231,0,0,0,NET_BANKING,INR,0,TXN_108376,CUS_6198
263.66,208.8,0,3,0,481,0,0,0,WALLET,EUR,0,TXN_103356,CUS_2354
42.48,47.75,1,3,0,704,0,0,0,WALLET,INR,0,TXN_103681,CUS_7692
66.31,121.44,1,4,1,43,0,0,0,CARD,INR,0,TXN_108129,CUS_3721
57.28,60.97,0,1,1,486,0,0,0,UPI,INR,0,TXN_108303,CUS_7756
228.09,205.21,1,1,0,90,0,0,0,CARD,INR,0,TXN_105702,CUS_8569
174.89,164.41,0,3,0,174,1,0,0,UPI,INR,0,TXN_104584,CUS_9256
67.59,73.23,0,1,0,51,0,0,0,CARD,INR,0,TXN_113933,CUS_8676
102.74,85.39,1,4,1,124,0,0,0,UPI,INR,0,TXN_112008,CUS_9346
224.96,195.23,0,0,0,104,0,0,0,CARD,INR,0,TXN_112078,CUS_8021
85.95,122.93,1,2,0,627,0,0,0,WALLET,USD,0,TXN_112597,CUS_4616
76.22,129.01,0,0,0,528,0,0,0,CARD,INR,0,TXN_102849,CUS_1354
76.08,97.87,0,4,0,372,0,0,0,CARD,INR,0,TXN_113487,CUS_1149
71.36,90.8,1,3,0,59,0,0,0,NET_BANKING,USD,0,TXN_112463,CUS_7898
140.83,179.76,0,3,0,719,0,0,0,CARD,INR,0,TXN_103405,CUS_3437
408.5,242.25,0,2,0,82,0,0,0,CARD,INR,0,TXN_111506,CUS_4364
108.02,94.93,0,0,1,201,0,0,0,UPI,USD,0,TXN_103965,CUS_3360
155.23,109.29,1,2,0,265,0,0,0,UPI,INR,0,TXN_100501,CUS_7833
464.9,437.65,1,1,0,96,0,0,0,UPI,USD,0,TXN_107819,CUS_4758
33.38,24.3,1,3,0,48,0,0,0,CARD,INR,0,TXN_104511,CUS_4970
342.88,223.35,1,2,0,519,0,0,0,WALLET,USD,0,TXN_112675,CUS_7458
376.68,384.32,0,3,0,383,0,0,0,CARD,USD,0,TXN_111168,CUS_7110
216.17,156.12,0,1,0,79,0,1,0,CARD,USD,0,TXN_106453,CUS_4537
131.85,101.58,1,4,0,397,0,0,0,CARD,USD,0,TXN_101114,CUS_8436
52.05,42.26,0,1,0,257,0,0,0,UPI,USD,0,TXN_114057,CUS_9790
91.48,56.6,0,1,0,317,0,0,0,UPI,USD,0,TXN_110229,CUS_8619
124.66,125.65,2,3,0,149,0,0,0,CARD,INR,0,TXN_109123,CUS_1192
296.85,69.47,3,7,3,26,1,1,1,CARD,INR,1,TXN_113833,CUS_4144
46.55,40.92,1,3,0,200,0,0,0,UPI,INR,0,TXN_113940,CUS_8141
216.42,167.7,1,4,0,390,0,0,1,UPI,USD,0,TXN_104203,CUS_6542
41.48,41.13,1,1,1,268,0,0,0,CARD,USD,0,TXN_101019,CUS_3096
76.48,96.87,0,3,0,76,0,0,0,UPI,EUR,0,TXN_105314,CUS_4371
128.29,148.62,0,0,0,364,0,0,0,CARD,INR,0,TXN_103438,CUS_3948
226.17,253.94,0,3,0,329,0,0,0,CARD,INR,0,TXN_114120,CUS_3410
48.14,64.11,1,3,0,301,0,1,0,CARD,USD,0,TXN_101664,CUS_7900
85.83,75.13,0,5,0,975,0,0,0,UPI,INR,0,TXN_110675,CUS_3633
113.22,96.26,1,3,0,72,0,0,0,UPI,EUR,0,TXN_113134,CUS_1350
102.41,61.54,0,3,0,125,0,0,0,NET_BANKING,INR,0,TXN_113508,CUS_7614
35.09,37.64,1,5,0,141,0,0,0,UPI,INR,0,TXN_114923,CUS_8158
144.6,89.8,1,4,0,97,0,0,0,WALLET,INR,0,TXN_108345,CUS_6664
80.11,167.08,0,1,1,138,0,0,0,CARD,INR,0,TXN_111261,CUS_3853
51.73,29.29,2,4,0,36,0,0,0,CARD,INR,0,TXN_106547,CUS_1945
100.88,96.33,0,3,0,140,0,0,0,UPI,INR,0,TXN_114113,CUS_4277
36.99,59.02,0,2,0,139,1,0,0,CARD,INR,0,TXN_105924,CUS_1941
32.28,25.98,1,1,0,92,0,0,0,NET_BANKING,INR,0,TXN_114750,CUS_3929
50.44,59.96,0,3,0,85,0,0,0,NET_BANKING,USD,0,TXN_103701,CUS_3513
42.38,47.09,1,4,1,103,0,0,0,CARD,INR,0,TXN_110377,CUS_9976
93.18,95.93,0,2,1,667,0,0,0,UPI,USD,0,TXN_104570,CUS_5767
52.45,108.81,0,4,0,620,0,0,0,CARD,USD,0,TXN_101127,CUS_1076
24.34,30.63,0,1,0,54,0,0,0,UPI,INR,0,TXN_107624,CUS_8763
141.67,131.89,1,1,1,50,0,0,1,CARD,INR,0,TXN_112938,CUS_6405
80.41,78.7,1,1,0,405,0,0,0,CARD,INR,0,TXN_110037,CUS_2874
285.79,247.67,0,3,0,87,0,0,0,CARD,USD,0,TXN_111775,CUS_2889
163.39,86.79,0,0,0,242,0,0,0,CARD,INR,0,TXN_105360,CUS_7547
207.94,228.88,0,3,0,46,0,0,0,NET_BANKING,USD,0,TXN_101829,CUS_1037
5.0,203.49,1,3,0,188,0,0,0,CARD,EUR,0,TXN_108701,CUS_7018
450.16,391.28,2,3,1,204,0,1,0,UPI,INR,0,TXN_113353,CUS_9591
258.97,160.56,0,1,1,356,0,0,0,CARD,EUR,0,TXN_103937,CUS_6062
70.69,138.2,0,3,0,511,0,1,0,UPI,INR,0,TXN_110241,CUS_9110
19.71,28.43,2,4,0,39,0,0,0,CARD,USD,0,TXN_110865,CUS_7256
102.71,100.49,2,3,0,92,0,0,0,CARD,USD,0,TXN_113986,CUS_2441
79.71,98.64,0,1,0,436,0,0,1,UPI,INR,0,TXN_114833,CUS_3453
94.47,51.56,0,4,0,42,0,0,0,UPI,INR,0,TXN_112724,CUS_6559
192.6,156.9,1,4,0,139,0,0,0,CARD,INR,0,TXN_114299,CUS_7060
156.24,242.38,0,2,0,345,0,0,1,UPI,INR,0,TXN_107721,CUS_6136
23.3,23.55,1,2,0,371,0,0,0,CARD,INR,0,TXN_101397,CUS_2105
221.5,116.69,0,5,0,62,0,0,0,UPI,USD,0,TXN_113110,CUS_7797
97.04,96.76,0,4,0,96,0,1,0,UPI,EUR,0,TXN_108067,CUS_9630
47.02,46.74,1,5,1,49,0,0,0,UPI,INR,0,TXN_108458,CUS_8113
52.03,50.34,0,3,0,245,0,0,0,CARD,INR,0,TXN_104386,CUS_6368
179.56,184.39,0,2,0,89,0,0,0,WALLET,INR,0,TXN_110228,CUS_5811
45.66,26.7,2,6,0,45,0,0,0,CARD,INR,0,TXN_103478,CUS_3873
99.15,71.46,0,3,0,582,0,1,0,NET_BANKING,USD,0,TXN_100372,CUS_9720
131.94,154.93,0,2,0,365,0,0,0,CARD,INR,0,TXN_102237,CUS_2606
155.36,158.97,0,0,0,186,1,0,0,CARD,EUR,0,TXN_110489,CUS_2402
245.05,264.56,0,0,0,457,0,0,0,NET_BANKING,INR,0,TXN_111262,CUS_7463
89.13,82.61,1,1,0,489,0,0,0,CARD,INR,0,TXN_111214,CUS_4947
139.67,113.07,1,3,0,578,0,0,0,UPI,USD,0,TXN_111959,CUS_8488
57.19,66.09,1,2,0,281,0,0,0,CARD,INR,0,TXN_107983,CUS_7615
428.6,283.27,0,3,0,215,0,0,0,CARD,INR,0,TXN_113147,CUS_9873
363.75,552.35,0,5,0,208,0,0,0,UPI,USD,0,TXN_108011,CUS_3037
74.08,144.98,0,2,0,591,0,0,0,UPI,USD,0,TXN_104517,CUS_6020
172.8,148.06,0,1,0,504,0,1,0,WALLET,USD,0,TXN_110648,CUS_3527
52.48,76.24,0,0,0,183,0,0,0,CARD,USD,0,TXN_106529,CUS_5024
36.22,25.26,1,4,0,166,0,0,0,CARD,EUR,0,TXN_109989,CUS_2345
214.6,189.74,0,2,0,140,0,0,0,UPI,INR,0,TXN_103680,CUS_5254
24.7,43.62,1,2,0,58,0,0,0,CARD,INR,0,TXN_106015,CUS_8968
196.53,225.21,0,2,0,34,0,0,0,UPI,INR,0,TXN_110435,CUS_2413
252.67,286.13,2,6,0,1238,0,0,0,UPI,EUR,0,TXN_105583,CUS_7328
106.09,79.37,0,1,0,371,0,0,0,UPI,INR,0,TXN_104531,CUS_2612
232.47,153.71,0,4,0,30,0,0,0,NET_BANKING,USD,0,TXN_101133,CUS_8493
194.79,190.17,0,1,0,31,0,1,0,CARD,USD,0,TXN_109044,CUS_9249
128.59,241.59,1,2,0,40,0,0,0,CARD,USD,0,TXN_110977,CUS_4644
98.52,94.79,1,3,1,112,0,0,0,UPI,EUR,0,TXN_106183,CUS_1443
137.77,119.92,2,2,1,43,0,1,0,NET_BANKING,USD,0,TXN_104234,CUS_3629
80.77,53.86,0,2,0,70,1,0,0,CARD,INR,0,TXN_101160,CUS_2600
148.56,135.36,1,3,0,79,0,0,0,UPI,INR,0,TXN_100405,CUS_1434
89.8,72.77,0,2,0,196,0,0,0,UPI,USD,0,TXN_105485,CUS_2821
84.66,60.29,0,1,0,86,0,0,0,CARD,EUR,0,TXN_113635,CUS_1578
172.38,130.77,1,6,0,693,0,0,0,CARD,INR,0,TXN_103979,CUS_1973
79.02,61.44,0,3,0,673,0,0,0,CARD,INR,0,TXN_100353,CUS_6622
20.14,49.55,1,3,2,310,0,0,0,CARD,INR,0,TXN_113603,CUS_9521
91.14,97.92,0,2,0,336,0,0,0,UPI,USD,0,TXN_103023,CUS_2263
107.09,79.45,0,3,0,34,0,0,0,CARD,USD,0,TXN_100112,CUS_8830
221.78,221.69,0,0,0,84,0,1,0,CARD,EUR,0,TXN_101616,CUS_5880
399.92,314.65,0,1,0,351,0,0,0,UPI,USD,0,TXN_112175,CUS_9413
47.64,59.06,1,3,0,858,0,0,0,UPI,INR,0,TXN_101554,CUS_2702
299.73,259.79,1,3,0,406,0,0,0,UPI,INR,0,TXN_113489,CUS_8489
54.41,86.99,0,2,0,254,0,0,0,CARD,INR,0,TXN_108988,CUS_6233
333.93,318.59,0,0,0,90,1,1,0,UPI,INR,0,TXN_114415,CUS_6938
154.88,202.44,0,1,0,72,0,0,0,CARD,INR,0,TXN_103921,CUS_6036
460.02,260.89,1,3,0,204,0,0,0,CARD,INR,0,TXN_109802,CUS_9094
94.82,62.86,1,2,0,91,0,0,0,CARD,USD,0,TXN_102239,CUS_8297
195.14,175.17,0,2,0,253,0,0,0,CARD,INR,0,TXN_105721,CUS_9786
125.77,135.03,0,4,0,34,0,0,0,CARD,USD,0,TXN_102606,CUS_2040
105.71,351.8,1,2,1,196,0,0,0,CARD,EUR,0,TXN_113338,CUS_9688
57.94,113.11,1,2,0,169,0,0,0,UPI,INR,0,TXN_102446,CUS_7979
27.21,78.13,1,5,1,165,0,0,0,CARD,INR,0,TXN_111460,CUS_4187
133.57,180.07,0,0,0,535,0,0,0,NET_BANKING,INR,0,TXN_104455,CUS_2950
15.05,53.96,0,2,0,43,1,0,0,CARD,USD,0,TXN_106151,CUS_8935
120.14,99.02,0,6,1,274,0,1,0,CARD,EUR,0,TXN_102711,CUS_6941
43.54,34.12,0,2,0,860,0,0,0,UPI,USD,0,TXN_100450,CUS_8854
368.15,262.57,1,2,0,816,0,0,0,CARD,USD,0,TXN_111045,CUS_8017
151.88,176.38,0,3,0,56,0,0,0,CARD,USD,0,TXN_110858,CUS_3852
83.35,61.31,1,4,0,628,1,0,0,NET_BANKING,INR,0,TXN_113381,CUS_2966
67.31,75.41,1,6,0,58,0,0,0,UPI,USD,0,TXN_102129,CUS_3728
152.0,102.06,0,2,0,791,0,0,0,CARD,USD,0,TXN_112545,CUS_7329
160.38,194.87,1,6,0,258,0,0,0,WALLET,USD,0,TXN_110159,CUS_2085
260.42,298.96,1,2,1,153,0,0,0,CARD,EUR,0,TXN_112227,CUS_5746
360.7,243.29,0,2,0,51,0,0,0,CARD,INR,0,TXN_110456,CUS_9414
121.69,120.89,0,2,0,179,0,1,0,CARD,USD,0,TXN_105582,CUS_3235
33.38,48.3,1,3,0,276,0,0,0,CARD,INR,0,TXN_100563,CUS_2560
82.09,142.27,1,3,0,475,0,0,0,CARD,EUR,0,TXN_108143,CUS_7268
133.09,111.49,1,4,0,156,0,1,0,WALLET,INR,0,TXN_102894,CUS_3586
34.9,32.61,0,4,0,132,0,0,0,WALLET,INR,0,TXN_101297,CUS_7140
209.96,170.45,0,2,0,37,1,0,0,UPI,EUR,0,TXN_109293,CUS_7338
51.26,37.48,0,3,0,415,0,0,0,UPI,EUR,0,TXN_101912,CUS_9040
26.01,30.47,0,1,0,411,0,0,0,WALLET,USD,0,TXN_114628,CUS_2645
47.57,65.84,1,3,0,238,0,0,0,UPI,INR,0,TXN_108735,CUS_5650
35.08,63.7,0,2,0,169,0,0,0,CARD,INR,0,TXN_112338,CUS_9951
59.44,52.45,0,1,0,39,0,0,0,CARD,INR,0,TXN_106960,CUS_1284
186.95,107.05,0,4,0,190,0,0,0,UPI,USD,0,TXN_102597,CUS_5360
59.91,80.41,0,0,0,118,0,0,0,NET_BANKING,INR,0,TXN_102789,CUS_5500
260.61,240.05,2,6,0,60,1,0,0,UPI,INR,0,TXN_113172,CUS_5425
61.93,51.18,0,2,1,157,0,0,0,CARD,INR,0,TXN_114958,CUS_2668
303.2,182.61,0,5,0,290,1,0,0,UPI,USD,0,TXN_100318,CUS_8638
94.54,105.12,0,1,0,238,0,0,0,CARD,INR,0,TXN_107193,CUS_5462
194.06,122.72,0,2,0,83,0,0,0,CARD,INR,0,TXN_108033,CUS_5254
290.24,189.13,1,3,0,290,1,0,0,WALLET,USD,0,TXN_105484,CUS_9076
24.95,31.92,0,3,0,872,0,0,0,WALLET,USD,0,TXN_101500,CUS_7955
2.02,41.1,3,7,2,58,1,1,2,CARD,INR,1,TXN_102868,CUS_2432
175.59,219.07,0,2,0,218,0,0,0,UPI,INR,0,TXN_106025,CUS_6353
51.69,98.43,0,0,0,40,0,0,0,CARD,INR,0,TXN_112515,CUS_3099
88.67,91.6,0,2,0,646,0,0,0,UPI,EUR,0,TXN_107563,CUS_9952
262.62,200.73,0,3,0,174,0,0,0,CARD,INR,0,TXN_112016,CUS_7736
58.77,45.01,0,5,0,40,0,0,0,CARD,EUR,0,TXN_110260,CUS_2882
101.0,86.92,0,3,0,30,0,0,0,WALLET,INR,0,TXN_114461,CUS_8009
74.91,79.68,0,1,0,38,0,0,0,NET_BANKING,USD,0,TXN_112376,CUS_3766
5.0,246.16,0,1,0,95,0,0,0,UPI,INR,0,TXN_106812,CUS_1107
39.92,33.37,0,2,1,172,0,0,0,UPI,USD,0,TXN_100168,CUS_9423
44.74,37.32,1,4,0,148,0,0,0,UPI,INR,0,TXN_111593,CUS_4377
26.62,27.94,2,5,0,1073,0,0,0,NET_BANKING,INR,0,TXN_106881,CUS_5862
81.75,82.79,1,3,0,211,0,0,0,UPI,INR,0,TXN_101315,CUS_7629
44.68,108.82,0,0,0,226,0,0,0,CARD,USD,0,TXN_111662,CUS_9597
106.92,107.01,0,3,0,227,0,0,0,UPI,INR,0,TXN_101863,CUS_6705
130.87,150.01,0,1,0,218,0,0,0,UPI,USD,0,TXN_109529,CUS_4209
129.11,104.11,0,0,2,378,0,0,0,UPI,INR,0,TXN_110817,CUS_1156
15.02,30.66,0,1,0,437,0,0,0,NET_BANKING,INR,0,TXN_113253,CUS_6751
45.15,54.62,0,1,0,248,0,0,0,UPI,INR,0,TXN_108851,CUS_8683
68.22,67.53,0,3,0,314,0,0,0,CARD,USD,0,TXN_109969,CUS_6927
73.66,86.56,0,3,1,389,0,0,0,CARD,USD,0,TXN_113250,CUS_4147
166.87,224.47,0,2,0,342,1,0,0,CARD,INR,0,TXN_113713,CUS_1203
135.12,110.81,2,6,0,65,0,1,0,WALLET,INR,0,TXN_101369,CUS_8870
111.95,144.66,0,0,0,62,0,0,0,UPI,EUR,0,TXN_109943,CUS_9790
173.92,178.57,1,4,0,263,0,0,0,UPI,INR,0,TXN_103113,CUS_8780
131.21,89.82,0,1,0,624,0,0,0,CARD,INR,0,TXN_112529,CUS_5894
211.08,110.14,0,3,0,276,0,0,0,NET_BANKING,INR,0,TXN_100053,CUS_4075
29.58,35.91,0,0,0,110,0,0,0,CARD,INR,0,TXN_108343,CUS_1119
65.46,50.19,0,1,0,388,0,0,0,UPI,INR,0,TXN_107718,CUS_9816
224.16,214.57,0,1,0,229,0,0,0,CARD,INR,0,TXN_113639,CUS_3739
128.09,114.43,0,1,0,242,0,0,0,CARD,INR,0,TXN_102080,CUS_1019
149.17,176.27,1,3,0,43,0,0,0,NET_BANKING,INR,0,TXN_111980,CUS_6019
104.16,25.94,2,6,1,17,1,0,0,CARD,USD,1,TXN_107971,CUS_8607
47.35,56.42,0,3,0,157,1,0,0,CARD,EUR,0,TXN_109223,CUS_6556
140.86,100.52,0,1,0,46,0,1,0,NET_BANKING,USD,0,TXN_104344,CUS_2816
26.71,28.5,0,5,0,59,0,0,0,UPI,EUR,0,TXN_103796,CUS_2329
15.75,19.58,1,5,0,279,0,0,0,CARD,INR,0,TXN_106955,CUS_6783
68.5,54.16,0,3,1,919,0,0,0,NET_BANKING,USD,0,TXN_112446,CUS_5283
39.52,54.46,0,1,1,74,0,0,0,UPI,USD,0,TXN_114711,CUS_7471
128.15,109.94,1,7,1,286,0,0,0,CARD,USD,0,TXN_100893,CUS_6036
83.16,109.42,0,1,0,247,0,0,0,UPI,USD,0,TXN_113064,CUS_3863
95.13,99.19,0,2,0,103,0,0,0,WALLET,USD,0,TXN_108039,CUS_5662
132.19,83.56,0,3,0,39,0,0,0,NET_BANKING,INR,0,TXN_112170,CUS_6856
49.67,79.14,0,7,0,216,0,0,0,CARD,USD,0,TXN_108364,CUS_5264
274.99,264.57,0,3,0,207,0,1,0,CARD,INR,0,TXN_106292,CUS_4235
82.65,44.92,0,3,0,180,0,0,0,NET_BANKING,EUR,0,TXN_106336,CUS_5769
302.11,404.69,0,2,0,51,1,0,0,WALLET,INR,0,TXN_108008,CUS_2517
16.03,124.98,0,3,0,377,0,1,0,UPI,INR,0,TXN_103035,CUS_7920
30.97,27.21,0,1,0,76,0,0,0,UPI,USD,0,TXN_113560,CUS_9129
55.34,80.94,0,2,0,140,0,0,0,CARD,USD,0,TXN_110827,CUS_8284
155.79,157.39,0,1,0,36,1,0,0,NET_BANKING,EUR,0,TXN_103084,CUS_1305
73.01,99.87,0,5,0,389,0,1,0,UPI,INR,0,TXN_112692,CUS_5133
333.13,297.34,0,4,1,240,0,0,0,CARD,INR,0,TXN_113408,CUS_6025
86.18,137.4,0,3,0,279,0,0,0,UPI,INR,0,TXN_110486,CUS_2941
36.76,40.61,0,5,0,32,0,0,0,CARD,INR,0,TXN_104557,CUS_6950
379.39,264.3,0,2,0,444,0,0,0,CARD,INR,0,TXN_106927,CUS_6253
92.93,74.03,0,1,0,102,0,0,0,CARD,INR,0,TXN_113463,CUS_7003
25.61,38.0,0,1,1,224,0,0,0,UPI,USD,0,TXN_111523,CUS_6677
114.72,94.63,0,2,0,172,0,0,0,UPI,INR,0,TXN_108153,CUS_7383
40.03,37.51,1,1,1,687,0,0,0,UPI,INR,0,TXN_103610,CUS_7718
595.36,648.34,0,1,0,137,0,0,0,WALLET,EUR,0,TXN_114525,CUS_9200
68.63,65.69,0,5,0,281,0,0,0,CARD,INR,0,TXN_105494,CUS_1737
34.26,60.86,0,1,0,30,0,0,0,UPI,INR,0,TXN_105965,CUS_4606
58.51,47.13,0,0,0,383,0,0,0,WALLET,EUR,0,TXN_109026,CUS_4329
133.09,96.65,0,1,0,138,0,1,0,UPI,USD,0,TXN_110963,CUS_6832
240.65,211.35,0,2,0,278,0,0,0,CARD,EUR,0,TXN_104482,CUS_1846
91.07,90.64,0,3,0,398,0,1,0,WALLET,EUR,0,TXN_113723,CUS_3627
98.63,63.26,0,1,0,166,0,0,0,WALLET,INR,0,TXN_107752,CUS_1271
61.28,48.03,1,4,1,158,0,0,0,CARD,USD,0,TXN_100175,CUS_7283
186.16,270.35,0,3,0,452,0,0,0,CARD,USD,0,TXN_110620,CUS_6106
5.92,192.07,0,0,0,224,0,0,0,CARD,INR,0,TXN_103945,CUS_7639
679.3,100.43,4,10,3,39,0,1,0,CARD,INR,1,TXN_112197,CUS_2947
62.52,89.25,0,2,0,409,0,0,0,CARD,INR,0,TXN_101781,CUS_2162
306.61,279.77,0,3,0,245,0,0,0,CARD,USD,0,TXN_102967,CUS_6511
1217.9,907.19,0,1,0,142,0,0,0,CARD,INR,0,TXN_101612,CUS_5879
334.8,255.46,1,3,0,154,0,1,0,CARD,INR,0,TXN_112739,CUS_2628
194.08,189.13,0,2,0,64,0,1,0,WALLET,INR,0,TXN_100774,CUS_1535
278.57,262.75,0,2,0,57,0,0,0,NET_BANKING,USD,0,TXN_106831,CUS_9668
42.47,30.23,1,2,0,773,1,0,0,UPI,INR,0,TXN_102038,CUS_6120
284.19,250.9,2,4,0,324,0,0,0,WALLET,INR,0,TXN_105571,CUS_6150
273.08,206.84,0,4,0,1238,0,0,0,CARD,EUR,0,TXN_110457,CUS_5573
49.61,42.95,0,1,0,412,1,1,0,UPI,INR,0,TXN_111458,CUS_7252
45.13,52.14,1,5,0,106,0,0,0,UPI,INR,0,TXN_101639,CUS_4613
50.82,67.05,0,5,0,138,0,0,0,CARD,INR,0,TXN_112835,CUS_7737
126.69,75.16,0,2,0,394,0,0,0,UPI,INR,0,TXN_109426,CUS_9490
213.03,164.66,1,7,0,34,1,0,0,CARD,USD,0,TXN_106984,CUS_2745
69.67,61.75,0,2,0,687,1,1,0,CARD,USD,0,TXN_106530,CUS_3056
75.07,152.97,0,0,1,47,0,0,0,UPI,INR,0,TXN_113343,CUS_8562
46.07,28.45,0,2,0,308,0,0,0,UPI,INR,0,TXN_102359,CUS_4036
98.47,97.51,1,3,0,142,0,0,0,UPI,EUR,0,TXN_102910,CUS_2545
52.04,108.03,0,3,0,435,0,0,0,CARD,USD,0,TXN_104969,CUS_6653
23.82,43.68,1,1,0,704,0,0,0,WALLET,USD,0,TXN_106286,CUS_3579
61.25,45.19,0,2,0,273,0,0,0,WALLET,EUR,0,TXN_102760,CUS_4250
99.23,195.28,0,1,1,76,0,0,0,UPI,INR,0,TXN_111796,CUS_9069
65.05,82.41,0,4,0,133,1,0,0,CARD,INR,0,TXN_109330,CUS_3585
118.4,121.38,0,4,0,308,0,0,0,UPI,USD,0,TXN_105013,CUS_8159
129.94,164.71,1,4,0,313,0,0,0,CARD,USD,0,TXN_107410,CUS_2879
461.71,163.13,6,8,0,117,1,0,1,CARD,INR,1,TXN_112617,CUS_4698
109.43,175.89,0,3,0,864,0,0,0,CARD,INR,0,TXN_102582,CUS_1399
79.88,59.25,1,2,0,52,0,0,0,CARD,INR,0,TXN_103074,CUS_1230
275.99,315.2,2,4,0,93,0,0,0,CARD,USD,0,TXN_100183,CUS_7321
186.01,163.74,0,0,0,250,0,0,0,NET_BANKING,INR,0,TXN_102021,CUS_4645
99.31,187.35,0,1,1,114,0,0,0,CARD,USD,0,TXN_112254,CUS_1199
203.88,240.07,0,1,0,78,0,0,0,WALLET,USD,0,TXN_109987,CUS_3216
144.09,194.45,1,4,0,148,0,1,0,WALLET,INR,0,TXN_112751,CUS_2148
50.05,122.74,0,2,0,436,0,0,0,CARD,INR,0,TXN_103563,CUS_6494
86.91,89.17,1,4,1,51,0,0,0,CARD,INR,0,TXN_114651,CUS_1552
81.88,81.07,1,2,0,540,0,0,0,CARD,INR,0,TXN_112275,CUS_6876
93.13,87.2,0,1,0,118,0,0,0,UPI,EUR,0,TXN_103719,CUS_5390
44.54,62.43,0,3,0,210,0,0,0,WALLET,INR,0,TXN_112826,CUS_7832
42.72,132.2,0,0,0,543,0,1,0,CARD,INR,0,TXN_104818,CUS_7212
419.4,529.79,0,1,0,70,0,0,0,CARD,USD,0,TXN_101766,CUS_6885
82.95,157.54,1,2,0,239,0,0,0,UPI,USD,0,TXN_114498,CUS_2264
33.78,48.24,1,3,0,976,0,1,0,UPI,USD,0,TXN_113003,CUS_5553
23.59,27.09,0,1,0,257,0,0,0,UPI,INR,0,TXN_104141,CUS_2087
235.91,244.0,0,5,0,58,0,0,0,CARD,USD,0,TXN_106772,CUS_2178
112.64,141.17,0,2,0,179,1,0,0,CARD,INR,0,TXN_114599,CUS_4020
55.93,46.81,0,4,0,128,1,0,0,CARD,USD,0,TXN_106464,CUS_6992
187.15,193.69,2,2,0,136,0,0,0,CARD,INR,0,TXN_100566,CUS_2781
303.15,280.38,0,2,0,276,0,0,0,CARD,INR,0,TXN_114364,CUS_2180
30.28,51.12,0,2,0,269,1,0,0,UPI,USD,0,TXN_114584,CUS_3661
149.5,122.56,0,1,0,292,0,0,0,UPI,EUR,0,TXN_104743,CUS_1245
150.86,107.73,0,2,0,136,0,0,0,CARD,INR,0,TXN_105238,CUS_9791
137.96,86.92,0,0,0,41,0,1,0,CARD,INR,0,TXN_110391,CUS_2788
349.4,339.99,0,4,1,247,0,0,0,CARD,USD,0,TXN_114845,CUS_4747
151.76,101.76,0,3,0,408,0,0,0,CARD,INR,0,TXN_107415,CUS_8958
44.94,110.97,1,2,0,393,0,0,0,CARD,EUR,0,TXN_113499,CUS_8659
98.89,70.76,0,2,0,107,0,0,0,WALLET,USD,0,TXN_103978,CUS_4815
100.79,116.2,0,2,0,157,0,0,0,CARD,INR,0,TXN_110273,CUS_5342
35.3,46.16,1,3,0,51,0,0,0,CARD,USD,0,TXN_109631,CUS_6247
15.23,38.54,1,2,0,156,0,1,0,CARD,INR,0,TXN_104908,CUS_2298
325.94,584.72,1,3,0,176,0,0,0,NET_BANKING,INR,0,TXN_109037,CUS_2567
6.98,28.96,0,0,0,245,0,0,0,WALLET,INR,0,TXN_110147,CUS_9711
244.59,77.68,6,8,2,54,0,0,1,CARD,EUR,1,TXN_103029,CUS_5871
101.59,143.08,0,1,0,675,0,1,0,CARD,INR,0,TXN_112272,CUS_3145
239.8,166.89,1,3,0,252,1,0,0,CARD,INR,0,TXN_109530,CUS_8406
102.57,144.49,1,2,0,636,0,0,0,CARD,INR,0,TXN_107551,CUS_1150
63.17,53.39,2,3,1,55,0,0,0,UPI,INR,0,TXN_103570,CUS_1599
130.75,255.86,1,1,0,335,0,0,0,CARD,INR,0,TXN_104434,CUS_1243
7.12,49.87,1,4,0,276,1,0,0,CARD,INR,0,TXN_101936,CUS_8752
256.88,234.53,0,2,0,287,0,0,0,CARD,USD,0,TXN_106441,CUS_2509
17.02,32.1,0,2,0,848,0,0,0,UPI,INR,0,TXN_109337,CUS_5365
269.62,350.95,1,2,0,533,1,0,0,UPI,INR,0,TXN_100107,CUS_3727
238.35,176.39,0,3,0,362,0,0,0,CARD,INR,0,TXN_114032,CUS_6988
173.32,252.14,0,1,0,80,0,0,0,UPI,USD,0,TXN_103223,CUS_5129
78.87,58.22,0,3,0,118,0,1,0,CARD,INR,0,TXN_108169,CUS_2871
86.1,52.59,0,5,0,133,1,0,0,CARD,INR,0,TXN_107945,CUS_2946
123.91,117.84,0,6,0,112,0,1,0,UPI,INR,0,TXN_100046,CUS_9615
148.66,127.37,2,2,0,55,0,0,0,NET_BANKING,USD,0,TXN_111442,CUS_1442
90.24,112.87,0,2,0,403,0,0,0,UPI,INR,0,TXN_104057,CUS_3524
62.72,56.24,0,4,0,396,0,0,0,UPI,INR,0,TXN_104171,CUS_5754
138.06,187.97,1,2,0,32,1,0,0,NET_BANKING,INR,0,TXN_108621,CUS_2105
105.99,72.3,0,2,0,730,0,0,0,CARD,INR,0,TXN_106712,CUS_7688
